"hauljoin","region","subregion","vessel","cruise","haul","year","month","station","lon","lat","bdepth","btemp","slope","aspectE","aspectN","curve","bcurrentU","bcurrentV","bcurrentUSD","bcurrentVSD","tmax","phi","BPI","sponge","coral","pen","area","area.1","salshark","j_dogfish","a_dogfish","sleeper","j_big_sk","a_big_sk","j_ber_sk","a_ber_sk","j_long_sk","a_long_sk","j_mud_sk","a_mud_sk","j_ak_sk","a_ak_sk","j_alt_sk","a_alt_sk","j_white_sk","a_white_sk","sanddab","ej_atf","j_atf","a_atf","j_kam","a_kam","j_turbot","a_turbot","halibut","ej_fhs","j_fhs","a_fhs","j_berfl","a_berfl","slender","arctics","j_petrale","a_petrale","ej_english","j_english","a_english","ej_dover","j_dover","a_dover","deepsea","ej_rex","j_rex","a_rex","ej_yfs","j_yfs","a_yfs","lhdab","j_sakahalin","a_sakahalin","ej_starry","j_starry","a_starry","j_sands","a_sands","ej_nrs","j_nrs","a_nrs","j_srs","a_srs","ej_butter","a_butter","ej_akplce","j_akplce","a_akplce","ej_sable","j_sable","a_sable","pgrndr","j_yil","a_yil","j_great","a_great","j_bigmouth","a_bigmouth","a_pacsand","ej_pcod","j_pcod","a_pcod","ej_poll","j_poll","a_poll","j_atka","a_atka","j_eula","a_eula","cap","j_ssth","a_ssth","bfth","j_lsth","a_lsth","j_rebs","a_rebs","j_rough","a_rough","j_bspot","a_bspot","ej_pop","j_pop","a_pop","j_slvrgrey","a_slvrgrey","copper","j_dark","a_dark","j_dusky","a_dusky","j_dblotch","a_dblotch","j_splitnose","a_splitnose","j_gstripe","a_gstripe","j_widow","a_widow","j_ytail","a_ytail","j_rose","a_rose","j_quill","a_quill","j_black","a_black","bgill","tiger","a_boca","j_canary","a_canary","j_north","a_north","j_rdstrp","a_rdstrp","j_yeye","a_yeye","j_rdband","a_rdband","j_strptail","a_strptail","j_hquin","a_hquin","pygmy","j_shchin","a_shchin","j_sraker","a_sraker","ymouth","tanner","snow","gking","rking","bking","octo"
1010781,"EBS","BS",89,200001,105,2000,6,"H-20",-928572.24093075,924221.316074441,61,2.27486939430237,0.0694293431937694,0.993572604656219,0.0825419096043333,7.88323312917783e-05,0.00262517416849732,-0.000691815023310482,0.00779551202431321,0.00510137481614947,42.1825256347656,2.20483937263489,0.144278824329376,0.251,0,0,0.04476927,0.04476927,0,0,0,0,0,0,0,9,0,0,0,0,13,9,0,0,0,0,0,0,73,9,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,169,0,0,0,0,0,0,0,0,11,659,1095,0,0,0,0,0,13,139,0,0,0,0,0,0,0,0,0,0,0,0,69,13,95,626,3354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,33,2,0
1010782,"EBS","BS",89,200001,106,2000,6,"IH2019",-910772.24093075,938421.316074441,70,2.07337670326233,0.00896027856506407,0.344209679914638,-0.221204185578972,4.42700946905461e-06,0.00122442450374365,-0.000775571097619832,0.00460510840639472,0.0069603594020009,32.1528831481934,2.12490291595459,1.8210254073143,17.996,0,0,0.047158391,0.047158391,0,0,0,0,0,0,12,4,0,0,0,0,0,2,0,0,0,0,0,2,6,4,2,0,0,0,1,0,11,33,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,82,0,0,0,0,0,0,0,0,2,224,60,0,0,0,0,0,26,38,0,0,0,0,0,0,2,0,0,0,0,1,35,3,16,64,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,5,0
1010783,"EBS","BS",89,200001,107,2000,6,"I-20",-922922.24093075,961071.316074441,68,1.78198266029358,0.382628530263901,0.524854358285666,-0.747835874557495,-0.000350381254975218,0.00201460474636406,-0.000926387845538557,0.0108848186209798,0.00671487697400153,32.4571151733398,2.90523767471313,-1.0372606664896,0,0,0,0.04451529,0.04451529,0,0,0,0,0,0,3,1,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,19,40,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,75,0,0,0,0,0,0,0,0,0,106,15,0,0,0,0,0,6,2,0,0,0,0,0,0,2,0,0,0,0,0,15,2,5,85,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0
1010784,"EBS","BS",89,200001,108,2000,6,"JI2019",-902172.24093075,975321.316074441,64,1.69119772315025,0.191216342151165,0.965763673186302,-0.197449177969247,-5.36398074473254e-05,0.00154870672849938,-0.000612644362263381,0.0219162488356233,0.0156774988863617,32.2798948287964,3.35236865282059,2.09674721956253,0,0,0,0.045809408,0.045809408,0,0,0,0,0,0,0,4,0,0,0,0,21,4,0,0,0,0,0,0,11,0,0,0,0,0,6,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,164,0,0,0,0,0,0,0,0,0,571,82,0,0,0,0,0,157,143,0,0,0,0,0,0,0,0,0,0,0,1,47,1,4,50,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1010785,"EBS","BS",89,200001,109,2000,6,"J-20",-917172.24093075,997321.316074441,68,1.4760527908802,0.0964277759194374,0.564535595476627,-0.566262498497963,-2.71757471637102e-05,0.00196911755483598,-0.000508513578097336,0.00251739512896165,0.00153813938959502,33.2157583236694,3.80973756313324,0.0495160967111588,0,0,0,0.045898575,0.045898575,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,56,0,0,0,0,0,0,0,0,0,119,5,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,21,1,15,61,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,88,0,0,0,0
1010786,"EBS","BS",89,200001,110,2000,6,"K-20",-910172.24093075,1034321.31607444,68,1.19848343729973,0.0633018859662116,-0.421650715172291,0.550263315439224,-7.30514493625378e-05,0.00177773885661736,-0.000883034605067223,0.00735318590886891,0.00837848195806146,34.4932746887207,4.37984597682953,-0.73424231633544,0,0,0,0.045449082,0.045449082,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,572,665,0,0,0,0,0,0,0,0,0,844,92,0,0,0,0,0,19,36,0,0,0,0,0,0,0,0,0,0,0,0,10,1,20,46,917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0
1010787,"EBS","BS",89,200001,111,2000,6,"L-20",-904172.24093075,1071321.31607444,66,1.8,0.0480751171708107,0.197482440620661,-0.681862771511078,3.78699317025166e-05,0.00201344338711351,-0.000578345163376071,0.00480600935406983,0.0117033466231078,35.1482734680176,4.386589884758,0.303070783615112,0,0,0,0.045181623,0.045181623,0,0,0,0,0,0,0,0,0,0,0,0,29,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,560,0,0,0,0,0,0,0,0,2,314,33,0,0,0,0,0,22,47,0,0,0,0,0,0,2,0,0,0,0,0,8,0,2,5,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,115,0,0,0,0
1010788,"EBS","BS",89,200001,112,2000,6,"M-20",-898772.24093075,1108421.31607444,63,1.4,0.0446434535086155,-0.30754696726799,-0.945427656173706,1.61228694196325e-05,0.00122305967379361,-0.00129508650861681,0.00442837961018086,0.00546453641727567,35.9249458312988,3.73858766555786,0,0.035,0,0,0.045898384,0.045898384,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,221,0,0,0,0,0,0,0,0,2,261,27,0,0,0,0,0,85,230,0,0,0,0,0,0,0,0,0,0,0,0,73,0,48,5,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0
1010789,"EBS","BS",89,200001,113,2000,6,"N-20",-891172.24093075,1144821.31607444,59,0.914705653985341,0.0516431865592798,-0.566473027070363,0.760009626547495,5.57373762906839e-05,0.00142371964951356,-0.00023793487829001,0.00930988726516565,0.00579829436416427,37.1177914937337,4.14785194396973,0,0,0,0,0.04652032,0.04652032,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,243,0,0,0,0,0,0,0,0,0,98,24,0,0,0,0,0,21,187,0,0,0,0,0,0,0,0,0,0,0,1,148,3,21,12,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3195,0,0,1,0
1010790,"EBS","BS",89,200001,114,2000,6,"O-20",-885172.24093075,1181821.31607444,56,1.2,0.0437995530664921,0.0833638161420822,0.228861490885417,-0.000165574468458847,0.00111645041033626,0.000142141104637024,0.00435674159477154,0.00818989798426628,37.611136118571,4.52319018046061,0,0,0,0,0.048361634,0.048361634,0,0,0,0,0,0,3,0,0,0,0,0,17,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,234,0,0,0,0,0,0,0,0,0,630,58,0,0,0,0,0,265,3228,0,0,0,0,0,0,0,0,0,0,0,3,80,8,379,27,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0
1010791,"EBS","BS",89,200001,115,2000,6,"P-20",-878972.24093075,1218621.31607444,55,1,0.0353430781513453,-0.104136892501265,0.67251900434494,5.19262164516476e-05,0.00140043855644763,0.000581515382509679,0.00486382087692618,0.005317447707057,36.3665649414063,4.48331813812256,0.238130661845207,0,0,0,0.044170168,0.044170168,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722,208,0,0,0,0,0,0,0,0,0,150,46,0,0,0,0,0,332,703,0,0,0,0,0,0,0,0,0,0,0,3,46,5,34,0,92,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,0,0,0,0
1010792,"EBS","BS",89,200001,116,2000,6,"Q-20",-873672.24093075,1255821.31607444,53,0.6,0.0230232076719403,-0.720558181405067,0.657841332256794,3.69821279377902e-06,4.80042731396679e-05,-0.000171305086041684,0.00550530792679638,0.00560092134401202,34.0724925994873,4.37294065952301,0,0,0,0,0.044507751,0.044507751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,108,0,0,0,0,0,0,0,0,0,139,48,0,0,0,0,0,149,144,0,0,0,0,0,0,0,0,0,0,0,2,41,7,79,1,85,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2276,0,0,0,0
1010793,"EBS","BS",89,200001,117,2000,6,"Q-22",-944672.24093075,1272821.31607444,66,-0.4,0.0483988830819726,0.339683682657778,-0.843700259923935,0.00011865478609252,7.50369308661902e-05,-0.000165006120369071,0.00615003076381981,0.00739892572164536,31.3573522567749,5.18308651447296,1.92493262887001,0,0,0,0.049030968,0.049030968,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,42,0,1,0,0,0,0,0,0,1,71,21,0,0,0,0,0,11,88,0,0,0,0,0,0,0,0,0,0,0,4,53,11,27,0,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,0,0
1010794,"EBS","BS",89,200001,118,2000,6,"P-22",-951172.24093075,1237321.31607444,68,-0.5,0.0398469702340662,-0.64129900932312,0.566013172268867,7.95199212006992e-05,0.000964365724939853,0.000805573145044036,0.00703637138940394,0.00588402186986059,32.6868228912354,4.74339127540588,0.528611317276955,0,0,0,0.04739626,0.04739626,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,8,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,52,0,0,0,0,0,0,0,0,0,166,66,0,0,0,0,0,11,137,0,0,0,0,0,0,0,0,0,0,0,0,8,2,66,1,78,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,0,0,0,0
1010795,"EBS","BS",89,200001,119,2000,6,"O-22",-957772.24093075,1200421.31607444,71,0.1,0.0329551953822374,-0.873690414428711,-0.363072524964809,-4.97530525535694e-05,0.00119218400213867,0.000546055228915066,0.00619928203523159,0.00883612707257271,33.2527923583984,4.98625869750977,0.393165707588196,0,0,0,0.04447744,0.04447744,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,0,0,0,0,0,0,0,0,0,48,15,0,0,0,0,0,12,127,0,0,0,0,0,0,0,0,0,0,0,1,27,4,18,4,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633,0,0,0,0
1010796,"EBS","BS",89,200001,120,2000,6,"N-22",-963572.24093075,1163221.31607444,74,1.2,0.028241889923811,-0.479402968287468,0.769692623615265,1.11710689452593e-05,0.0010056579252705,0.000181827525375411,0.00721580795943737,0.00615484099835157,33.4502983093262,5.18036098480225,-0.266266965866089,0,0,0,0.04615425,0.04615425,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,128,0,0,0,0,0,0,0,0,0,163,81,0,0,0,0,0,16,85,0,0,0,0,0,0,0,0,0,0,0,0,41,2,0,0,4769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0
1010797,"EBS","BS",89,200001,121,2000,6,"M-22",-970172.24093075,1126321.31607444,77,0.166996765881777,0.147124577313662,0.867450311779976,0.272988447919488,-5.67866936762584e-06,0.000333307209075429,-0.000251027540798532,0.00770069123245776,0.00659232388716191,32.3196048736572,4.52561891078949,0.360439993441105,0,0,0,0.047487132,0.047487132,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,124,0,0,0,0,0,0,0,0,0,566,79,0,0,0,0,0,31,216,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0
1010798,"EBS","BS",89,200001,122,2000,6,"L-22",-977172.24093075,1089821.31607444,82,0.66114205121994,0.0923724273840586,-0.99343208471934,0.00949599252392848,-0.000194595542173677,0.00061291764723137,-0.000221120091737248,0.00680648783842723,0.00465495768003166,30.8076750437419,4.97162930170695,-0.533094008763631,0,0,0,0.046240094,0.046240094,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,107,0,0,0,0,0,0,0,0,0,156,49,0,0,0,0,0,9,49,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,115,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0
1010799,"EBS","BS",89,200001,123,2000,6,"JI2221",-973922.24093075,993071.316074441,77,2.4,0.440114073455334,0.856357157230377,-0.420196499675512,-0.000119326025014743,0.000897960737347603,0.000700749835232273,0.0126303769648075,0.00844105961732566,29.5557322502136,4.16947245597839,4.29153263568878,0,0,0,0.047832732,0.047832732,0,0,0,0,0,0,5,0,0,0,0,0,51,7,2,0,0,0,0,0,29,0,2,0,0,0,2,0,7,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,75,0,0,0,0,0,0,0,0,0,443,53,0,0,0,0,0,17,41,0,0,0,0,0,0,0,0,0,0,0,0,22,3,77,103,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,39,0,0,0,0
1010800,"EBS","BS",89,200001,124,2000,6,"I-22",-995172.24093075,979321.316074441,85,2.9,0.0228846204990987,-0.742613285779953,-0.0641514863818884,2.3161043827713e-05,-0.00130925473058596,0.000675955932820216,0.0146178612485528,0.0125972686801106,29.4766006469727,4.47258400917053,0.125711336731911,0,0,0,0.047562204,0.047562204,0,0,0,0,0,0,2,0,0,0,0,0,13,8,2,0,0,0,0,2,21,10,2,0,0,0,2,12,39,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,119,58,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,16,9,136,277,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,0,0,0,0
1010801,"EBS","BS",89,200001,125,2000,6,"IH2221",-981572.24093075,956221.316074441,74,3.1,0.000133844004450514,-0.307206505909562,0.86706657409668,-6.74964983531368e-06,-0.00227609532885253,0.00202580974437296,0.0121827671304345,0.0100277304649353,33.7352935791016,3.11529784202576,0,0,0,0,0.048475236,0.048475236,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,21,9,6,0,0,0,8,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,41,0,0,0,0,0,0,0,0,0,92,36,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,38,16,42,310,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,1,1,0
1010802,"EBS","BS",89,200001,126,2000,6,"H-22",-1001572.24093075,942221.316074441,82,3.1,0.0342068687270512,-0.811044788360596,0.17539085149765,-7.72312721892376e-05,-0.00435029231011868,0.000681377004366368,0.00724675003439188,0.0122109532356262,33.0374420166016,3.41539578437805,0,0,0,0,0.044562076,0.044562076,0,0,0,0,0,0,2,2,0,0,0,0,0,3,0,0,0,0,0,0,14,8,3,0,0,0,13,8,77,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,3,0,0,0,0,0,0,0,8,33,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,6,11,47,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,3,0,0
1010803,"EBS","BS",89,200001,127,2000,6,"G-22",-1006422.24093075,904571.316074441,94,3.1,0.0931610204279423,-0.336896151304245,-0.8769391477108,9.19549429454491e-05,-0.00496564886998385,-0.00388317898614332,0.00636672088876367,0.00468741252552718,25.9698357582092,4.68547379970551,0.25,0,0,0,0.04825444,0.04825444,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,1,86,16,6,1,0,0,1,21,35,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,66,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,29,0,1,0,0
1010804,"EBS","BS",89,200001,128,2000,6,"GF2221",-992972.24093075,882621.316074441,100,3,0.0453121823607944,-0.776328086853027,-0.31336906477809,-8.56588010719861e-05,-0.00501178922131658,-0.0049061837606132,0.0116344753652811,0.00694548627361655,23.3999656677246,4.47413282394409,0,0,0,0,0.049141124,0.049141124,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3,26,3,5,0,0,0,2,4,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,35,0,0,0,0
1010805,"EBS","BS",89,200001,129,2000,6,"F-22",-1013172.24093075,868321.316074441,111,3.7,0.0182413514412474,-0.532665923237801,-0.65165813267231,-0.000144464571292247,0.000808425946161151,1.72418981492228e-05,0.00554029969498515,0.00272260035853833,21.6484785079956,4.50578474998474,0,0,0,0,0.02577888,0.02577888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,4,0,0,0,1,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,33,2537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,9,0,0,0,0
1010806,"EBS","BS",89,200001,130,2000,6,"E-22",-1020172.24093075,831821.316074441,119,3.5,0.0302368508030971,-0.346772859493891,0.517871508995692,-0.000110447605644974,0.000460234858716528,-0.00441734880829851,0.00576874784504374,0.00581303176780542,19.4224274953206,4.56249411900838,-0.177180677652359,0.264,0,6.3,0.045133227,0.045133227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,132,11,26,0,0,0,6,34,183,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0
1010807,"EBS","BS",89,200001,208,2000,7,"I-25",-1104172.24093075,1009321.31607444,119,3,0.0147122307680547,-0.837385833263397,-0.249943792819977,-2.27136215471546e-05,-0.00446817674674094,0.000221584574319422,0.00409092823974788,0.00514106452465057,23.4814348220825,4.53370928764343,0,0,0,0,0.023871364,0.023871364,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,19,8,2,0,0,0,3,1,51,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,1488,8158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0
